,recipe_name,cuisine_diet
2441,Sausage Sandwich,continental non-vegetarian
2442,Savoury egg toast,american non-vegetarian
2443,Restaurant style Paneer Jalfrazie,indian vegetarian
2444,Sabzi kachodi,indian vegetarian
2445,Rajasthani Sattu,indian festive
2446,Sambhar recipe,indian vegetarian
2447,Simple Potato Bonda,indian kid-friendly
2448,Sheera (Kesari Bath),indian kid-friendly
2449,Sabj Murg,indian festive
2450,Saffron Cracked Wheat Pudding,indian vegetarian
2451,Rava Crispies,indian vegetarian
2452,Special Tomato Omelette,indian vegetarian
2453,Semiya Pakodi,indian vegetarian
2454,Shrimp Spread,continental festive
2455,Simple Pork Bafad,indian non-vegetarian
2456,Sorakaya Masala,indian vegetarian
2457,Restaurant style Red Onion Pickle,indian vegetarian
2458,Rose Coconut Balls,indian kid-friendly
2459,Simple Potato Spinach,indian vegetarian
2460,Simple Rawa Dosa,indian vegetarian
2461,South Indian Mor Kuzhambu,indian vegetarian
2462,Simple Cocoa Cake,continental kid-friendly
2463,Special Sambar Masala,indian vegetarian
2464,Simple Salad With Sesame Dressing,indian vegetarian
2465,Simple Green Tomato chutney,indian vegetarian
2466,Special Panna,indian vegetarian
2467,Rasam,indian festive
2468,Solachi (Kokam) Kadhi,indian vegetarian
2469,Special Paratha,indian vegetarian
2470,Roasted Almond With Honey,indian non-vegetarian
2471,Rice Flour Parathas,indian vegetarian
2472,Simple Prawn Fritters,anglo-indian non-vegetarian
2473,Sanoor,indian non-vegetarian
2474,Rava-Ricotta Ladoo,indian vegetarian
2475,Rajma Ki Sabzi,indian festive
2476,Sabudana Kheer,indian kid-friendly
2477,Santula (Mixed Vegetable Curry),indian vegetarian
2478,Sarson-ka-Saag,asian vegetarian
2479,Sizzling Spinach Rice,indian vegetarian
2480,Roasted peanut ladoo,indian non-vegetarian
2481,Simple Spinach Rice,indian vegetarian
2482,Simple Pulla Kura,indian kid-friendly
2483,Roasted Lamb,indian non-vegetarian
2484,Onion Parathas for breakfast,indian vegetarian
2485,Sooji Kheer,indian festive
2486,South Indian style Navratan Korma,indian vegetarian
2487,Special Ram Khichidi,indian kid-friendly
2488,Simple Mishti Doi,indian kid-friendly
2489,Ridgegourd Theeyal,indian vegetarian
2490,Simple n Easy Cookies,american kid-friendly
2491,Saffron Srikhand,indian vegetarian
2492,Rosgulla,indian vegetarian
2493,Sizzling Spinach Pakoda,indian kid-friendly
2494,Rice Royal,indian vegetarian
2495,Roast Whole Leg Of Lamb With A Hint Of Spice,indian non-vegetarian
2496,Radish Sabji With Green Gram,indian festive
2497,Savoury Oat with rice Flakes,indian diet
2498,Special Sambar,anglo-indian vegetarian
2499,Simple Garlic Chutney,indian vegetarian
2500,Simple Rasam,asian vegetarian
2501,Special Palak Kofta Curry,indian vegetarian
2502,Rogan Gosht,american non-vegetarian
2503,Special Pakku (Mutton Curry),indian non-vegetarian
2504,Salmon Spread with Cream Cheese,indian vegetarian
2505,Sookha Jhinga,indian non-vegetarian
2506,Rock toast and quick dosa,mexican kid-friendly
2507,Rajasthani Kadhi,indian vegetarian
2508,Special Palak Dosa,indian kid-friendly
2509,Soonth Ladoos,indian kid-friendly
2510,Sambharwadi,chinese non-vegetarian
2511,Sausage and Pasta Salami,italian non-vegetarian
2512,Simple prawn sambal,malaysian non-vegetarian
2513,Simple Moong dal halwa,indian festive
2514,Roasted Pear Salad,indian vegetarian
2515,Special Palak Paratha,indian festive
2516,Rice with sprouted gram,indian vegetarian
2517,Rava Ladoo Recipe,indian kid-friendly
2518,Smooth Mango Pulp,indian vegetarian
2519,Rich Peanut Butter Cookies,indian non-vegetarian
2520,Simple Mushroom Curry,indian vegetarian
2521,Savoury Sesame rice,indian vegetarian
2522,Rontas- Dhal,continental non-vegetarian
2523,Ragada Puri,indian festive
2524,Roasted King Crab,indian non-vegetarian
2525,Ram Tori,indian kid-friendly
2526,Soya Sukha Curry,indian vegetarian
2527,Sambar with Fresh Grated Coconut,indian kid-friendly
2528,Special Palak Raita,indian vegetarian
2529,Special Mangalore Bonda,indian vegetarian
2530,Simple Potato Bell pepper Sabzi,indian vegetarian
2531,Sardines-Greens Stew,african non-vegetarian
2532,Soya Nugget Cutlet,indian kid-friendly
2533,Solachi Kadi,indian vegetarian
2534,Raita and Tomato Rice,indian festive
2535,Savona Scramble,continental non-vegetarian
2536,Roasted Potatoes,indian vegetarian
2537,Simple Rogan Josh,indian non-vegetarian
2538,Special Prawn Balchao,indian non-vegetarian
2539,Mutton Chops with Potatoes,anglo-indian non-vegetarian
2540,Special Palak Roti,indian vegetarian
2541,Sol Kadhi,indian festive
2542,Soya Gram Flour Burfi,indian festive
2543,Sesame Green Chutney,indian vegetarian
2544,Salted Almonds,indian kid-friendly
2545,Special Hyderabadi Biryani,indian non-vegetarian
2546,Roasted Vegetables,continental vegan
2547,Roast Chicken,indian non-vegetarian
2548,Simple Bread Cutlet,indian vegetarian
2549,South Indian lime pickle,indian vegetarian
2550,Special Cookies,american festive
2551,Scrambled Egg Puffs,anglo-indian non-vegetarian
2552,Soaked-Dal Roti,indian kid-friendly
2553,Shahi Fish,indian festive
2554,Special Banana Loaf,indian kid-friendly
2555,Special Paneer Kofta,indian vegetarian
2556,Rasgulla from Milk,continental vegetarian
2557,Simple Groundnut Chutney,indian vegetarian
2558,Rosogolla Payesh,indian vegetarian
2559,Rajma Masala,indian festive
2560,Sooji Paniyaram,indian vegetarian
2561,Special Mysore Bonda,indian vegetarian
2562,Sankethi Style Raita,indian vegetarian
2563,Sorrel Pickle,indian vegetarian
2564,Simple Mushroom Sandwich,indian vegetarian
2565,Radish Majjige Huli,indian vegetarian
2566,Sizzling Veggie Casserole,indian vegetarian
2567,Red Gram - Green Gram Cachori,anglo-indian non-vegetarian
2568,Simple Scrambled Eggs,indian non-vegetarian
2569,Simple dry egg curry,indian non-vegetarian
2570,Sev Curry,indian vegetarian
2571,Special Masala Bhindi,indian vegetarian
2572,Sichuan style baby corn,indian vegetarian
2573,Special Moong Dal Dosa,indian vegetarian
2574,Simple pepper Mushroom,indian festive
2575,Rava Pakodas,indian vegetarian
2576,Sambhar for Idlis,indian vegetarian
2577,Raw Mango Coconut Chutney,mexican vegetarian
2578,Rajma Joghi,indian festive
2579,Special Palak Parathas,indian vegetarian
2580,Special Pal Payasam,indian vegetarian
2581,Simple Raw Mango Rice,indian vegetarian
2582,Sindhi Mutton,indian non-vegetarian
2583,Rich Nutty Muffins,indian non-vegetarian
2584,Simple French Toast,french non-vegetarian
2585,Rice Thenkuzhal,indian vegetarian
2586,Simple Carrot Halwa,indian kid-friendly
2587,Southern Sorakkai (Bottle gourd),indian vegetarian
2588,Simple Chicken Curry,anglo-indian non-vegetarian
2589,Sauteed Noodles,indian vegetarian
2590,Salsa Dip,indian vegetarian
2591,Rava Mango Sheera,indian vegetarian
2592,Simple n Plain Gobi Manchurian,indian vegetarian
2593,Saga,indian vegetarian
2594,Special Onion Pakoras,indian vegetarian
2595,Sizzling Spinach Koftas,indian vegetarian
2596,Soup from Sprouts,indian vegetarian
2597,Red Chilli Lamb Fry,russian festive
2598,Sizzling Sweet and Sour Chicken,chinese non-vegetarian
2599,Roasted Stuffed Turkey From Colonial Times,indian non-vegetarian
2600,Red Masala Fried Fish,anglo-indian non-vegetarian
2601,Shahi Baingan Kabab,indian vegetarian
2602,Raw Banana Bhaji,indian festive
2603,Restaurant Style Chicken Curry,indian kid-friendly
2604,Simple Jeera Rice,indian vegetarian
2605,Sooji Ladoo,indian festive
2606,Simple Gobi Paratha,indian vegetarian
2607,Sizzling Tandoori Style Chicken,indian non-vegetarian
2608,Special Bread Pudding,indian kid-friendly
2609,Special Onion Bhajji,indian kid-friendly
2610,Snack from Ghaat,indian vegetarian
2611,Rasila Karela,indian vegetarian
2612,Scrumptious Bread Pudding,continental festive
2613,Special Shikanji,indian vegetarian
2614,Simple milk khoa,indian kid-friendly
2615,Simple Rajma,indian vegetarian
2616,Special Paneer Fry,indian vegetarian
2617,Sizzling Prawns,indian non-vegetarian
2618,Simple Pasta And Garlic,italian kid-friendly
2619,Simple Radish Curry,indian kid-friendly
2620,Savoury Sausages,continental non-vegetarian
2621,Special Paneer Capsicum,indian vegetarian
2622,Seafood fried rice,malaysian non-vegetarian
2623,Special Palak Rice,indian vegetarian
2624,Simple Pork Spare Ribs,anglo-indian non-vegetarian
2625,Rasam Masala,indian vegetarian
2626,Simple Ras Malai,indian kid-friendly
2627,Rice Pongal,indian vegetarian
2628,Sago mung dal payasam,indian vegetarian
2629,Sliced Bhindi with Onions-Zucchini,indian vegetarian
2630,Special Prawn Vindaloo,indian non-vegetarian
2631,Recycled Kalakand,indian vegetarian
2632,Special Kerala Adai,indian festive
2633,Simple Garlic Prawns,indian non-vegetarian
2634,Rajma Biryani,indian festive
2635,Special Palak pakoda,indian vegetarian
2636,Sizzling Stuffed Eggs,continental kid-friendly
2637,Sago vadam,indian vegetarian
2638,Special Ginger Cake,continental kid-friendly
2639,red bell pepper Usili,continental vegetarian
2640,Simple Pineapple Rasam,indian vegetarian
2641,Sausage Roll Ups,continental non-vegetarian
2642,Reinforced Tomato Soup,indian vegetarian
2643,Sindhi Kadhi,indian vegetarian
2644,Ragi Banana Cake,indian kid-friendly
2645,Rice Korma,indian vegetarian
2646,Scotch Eggs,continental kid-friendly
2647,Simple Motichoor Kheer,indian kid-friendly
2648,Soy Greens,indian vegetarian
2649,Soya Palak,indian vegetarian
2650,Sizzling Sweet Bread Balls,indian festive
2651,Simple omelette,anglo-indian kid-friendly
2652,Refrigerated Mangoes,indian vegetarian
2653,Shrimp Potato Curry,indian non-vegetarian
2654,Rajmah Biryani,indian vegetarian
2655,Sabudana Murukku,indian kid-friendly
2656,Special Palak Chutney,indian vegetarian
2657,Red Butter Chicken,indian non-vegetarian
2658,Simple Falooda,indian kid-friendly
2659,Sherley Temple Mock tail,continental non-vegetarian
2660,Simple pepper Rasam,indian vegetarian
2661,Rava Delight,indian festive
2662,Special Nasi Goreng Kampung,malaysian non-vegetarian
2663,Simple Khopra Pak,indian vegetarian
2664,Shunthi (ginger) tambuli,indian vegetarian
2665,Simple Potato Stew,indian vegetarian
2666,Raw Jackfruit (Kathal) Pickle,indian vegetarian
2667,Santa Claus Milk,continental festive
2668,Special Olan,indian vegetarian
2669,Simla mirch raitha,indian vegetarian
2670,Scrunchy Tricolour Salad,asian vegetarian
2671,Sate,sri-lankan non-vegetarian
2672,Shrimp with Noodles,continental non-vegetarian
2673,Shahi Gurda Gosht,indian non-vegetarian
2674,Special Paneer Capsicum Burji,indian vegetarian
2675,Shrimp Noodle Soup with Vegetables,chinese non-vegetarian
2676,Roti upama,indian vegetarian
2677,Rice Sweet,indian vegetarian
2678,Simple Black Forest Cake,continental festive
2679,Simple Kaththirikkai Kochchu,indian kid-friendly
2680,Roast Leg Of Lamb,indian festive
2681,Rajma Masaledar,indian kid-friendly
2682,Raw Banana Fry,indian vegetarian
2683,Soya Kebabs,indian vegetarian
2684,Sizzling Stuffed Capsicum,indian vegetarian
2685,Sapota Rasayan,indian festive
2686,Shrimp with coconut milk,indian non-vegetarian
2687,Shrimp and Potato Fry,continental non-vegetarian
2688,Ragi pindi boorelu (Sweet with nachini flour),indian kid-friendly
2689,Sarse diye Dimer Paturi,indian non-vegetarian
2690,Siam Ke Chaawal,indian non-vegetarian
2691,Special Paneer Stuffed Tomatoes,american vegetarian
2692,South Indian Mysore Pak,indian kid-friendly
2693,Special Paneer Korma,indian festive
2694,Sizzling Palak Paneer,indian vegetarian
2695,Santula Oriyagharna,indian vegetarian
2696,Simple Ginger Tea,indian vegetarian
2697,Sabudana Cutlets,indian festive
2698,Siru payiru kootu,indian vegetarian
2699,Seyal Bread,indian vegetarian
2700,Somtam,thai festive
2701,Saffron risotto,indian vegetarian
2702,Sookhi Moong Ki Dal,indian vegetarian
2703,Shrimp Noodle Soup,chinese non-vegetarian
2704,Salad sandwich,indian kid-friendly
2705,Shahi Rogan Josh,indian non-vegetarian
2706,Red Bean Burrito,indian vegetarian
2707,Shrimps in Coconut,indian non-vegetarian
2708,Roti Roll with Tomato Twist,indian kid-friendly
2709,Rawa kesari with cherry toppings,indian vegetarian
2710,Simple and Easy Rajma,indian festive
2711,Special Prawn Curry,indian non-vegetarian
2712,Simple tea,indian vegetarian
2713,Simple Bread Upma,indian vegetarian
2714,Raw Jackfruit Eguru,mediterranean non-vegetarian
2715,Simple Jeera Chicken,indian non-vegetarian
2716,Simple Fish Fillet Fry,indian non-vegetarian
2717,Spaghetti Bolognaise,italian kid-friendly
2718,Simple Aloo Curry,indian vegetarian
2719,Simple n plain chicken and potato roast,anglo-indian non-vegetarian
2720,Red Pepper Pickle,continental non-vegetarian
2721,Spaghetti with tomato and spinach cream sauce,indian non-vegetarian
2722,Spaghetti Based Salad,italian vegetarian
2723,Sizzling Sweet Bread,continental kid-friendly
2724,Rava Laddoo,indian vegetarian
2725,Red Bean Soup,indian non-vegetarian
2726,Simple Bread Pudding,indian kid-friendly
2727,Shrimp Cutlet,indian non-vegetarian
2728,Sausage Rolls,indian non-vegetarian
2729,Simple Chakkara Pongal,indian kid-friendly
2730,Rice Payasam,indian vegetarian
2731,Sarvapindi,indian kid-friendly
2732,Sizzling Tandoori Chicken,indian festive
2733,Soorana Chi Koshimbir (Spiced Yam),indian vegetarian
2734,Simple Roast Leg of Lamb,indian non-vegetarian
2735,Rum Chicken,indian non-vegetarian
2736,Simple Pakistani Style Fish curry,pakistani non-vegetarian
2737,Sookhe Mutton Chops (Maharashtrian Style),indian non-vegetarian
2738,Smoked chicken,italian non-vegetarian
2739,Special Paal (Milk) Payasam,indian kid-friendly
2740,Scrambled eggs and noodles,chinese non-vegetarian
2741,Special Masala Arvi,indian vegetarian
2742,Special beef fry,indian non-vegetarian
2743,Ragi idli,indian festive
2744,Soybean salad,indian vegetarian
2745,Simple Kaju Katli,indian kid-friendly
2746,Special Nam Pon,thai kid-friendly
2747,Simple Kulfi,indian kid-friendly
2748,Simple Ridge gourd chutney,indian non-vegetarian
2749,Rajma Pilaf,indian vegetarian
2750,Special Onion Chicken,indian non-vegetarian
2751,Shrimp Chow Mein,chinese non-vegetarian
2752,Soya Wonder,indian vegetarian
2753,Spaghetti Corn Pie,italian vegetarian
2754,Simple Salted Gooseberry Pickle,indian vegetarian
2755,Rice Crisps,indian non-vegetarian
2756,Safed Gosht,indian kid-friendly
2757,Rava Pulihora,indian festive
2758,Special Khandvi,indian vegetarian
2759,Soya Strawberry Ice-Cream,indian kid-friendly
2760,Satrangi Sandwich,indian kid-friendly
2761,Ranith Gada (Fish Curry),indian festive
2762,Sago Soup,indian kid-friendly
2763,Sassy Tomato Rice,indian vegetarian
2764,Sizzling Spinach Paratha,indian vegetarian
2765,Rizala,indian kid-friendly
2766,Soya bean-Capsicum curry,indian vegetarian
2767,Ridge Gourd Chutney with Coconut,indian vegetarian
2768,Shortbread Tower,american kid-friendly
2769,Sizzling Suva Channa Kadhi,indian vegetarian
2770,Simple Green Chicken,indian non-vegetarian
2771,Simple Fried Masala Fish,indian non-vegetarian
2772,Simple Chilli-Paneer,indian festive
2773,Ragi Laddoo,indian kid-friendly
2774,Special Onion Pickle,indian vegetarian
2775,Rice Kurmuras,indian vegetarian
2776,Simple Kolhapuri Chicken Curry,indian non-vegetarian
2777,Rava Sheera,indian vegetarian
2778,Saucy chicken,continental non-vegetarian
2779,Savoury Pankies,indian kid-friendly
2780,Soya Bean curry,indian vegetarian
2781,Rajma with Coconut,indian kid-friendly
2782,Shark Fish Pickle,indian festive
2783,Simple Aloo Tikki,indian vegetarian
2784,Rosemary potato,indian vegetarian
2785,Soya Granule Upma,indian vegetarian
2786,Ridge gourd And Onion Chutney,indian non-vegetarian
2787,Shaahi Paneer,indian vegetarian
2788,Special Pudina Chicken,indian non-vegetarian
2789,Special Paal Payasam,indian festive
2790,Simple Pongal,indian vegetarian
2791,Simple Green Peas and Carrot Kurma,indian vegetarian
2792,Shredded Carrots In Yogurt,anglo-indian vegetarian
2793,Saboodana (Sago) Khichdi,indian vegetarian
2794,Sambhar (Without Coconut),indian vegetarian
2795,Shrimp Baingan Bharta,indian kid-friendly
2796,Rice Kichdi,indian vegetarian
2797,Rajma Coconut Stir-fry,indian vegetarian
2798,Raw Papaya Relish,indian vegetarian
2799,Slow chicken fry,indian non-vegetarian
2800,Rajma Galouti Kebab,indian kid-friendly
2801,Snake Gourd Raita,indian vegetarian
2802,Simple Mango Rice,indian festive
2803,Rawa Dosa,indian vegetarian
2804,Sago Murukku,indian kid-friendly
2805,Scrambled Eggs in the Microwave,indian non-vegetarian
2806,Sambar Bhath with Barley,asian vegetarian
2807,Simple Assamese Style Chicken with Turnip,indian non-vegetarian
2808,Saaru,indian kid-friendly
2809,Raspberry Quinoa Smoothie,continental kid-friendly
2810,Sizzling Stuffed Potatoes,italian kid-friendly
2811,Rava Uppu Seedai,indian kid-friendly
2812,Red Green Spinach Curry,indian vegetarian
2813,Sizzling Sprouted Moong,indian vegetarian
2814,Rich Plum Cake,indian festive
2815,Special Onion gotsu,indian vegetarian
2816,Bread sandwich with marinara and veggies,indian kid-friendly
2817,Radish paratha,indian festive
2818,Banana Cake with frosting,american kid-friendly
2819,Rice and Mixed Veggies Pakoda,indian kid-friendly
2820,Bake Fish,continental non-vegetarian
2821,Soya Chunks Kurma,indian vegetarian
2822,Bajji Ambade,indian kid-friendly
2823,Ragi Millet vadis,indian kid-friendly
2824,Special Khaman,indian vegetarian
2825,Spinach Gravy,indian vegetarian
2826,Badnekai Gojju,indian vegetarian
2827,Seafood Stew,continental kid-friendly
2828,Boiled egg chilli fry,indian non-vegetarian
2829,Rice and Barley Health Drink,indian diet
2830,Avocado Brownies,american kid-friendly
2831,Cabbage Poricha Kozhambu,indian vegetarian
2832,Brain Pepper Fry,anglo-indian non-vegetarian
2833,Scrambled Eggs,indian non-vegetarian
2834,Sizzling Tandoori Fish Tikka,indian non-vegetarian
2835,Baked Cheese Sticks,american non-vegetarian
2836,Sausage Bread Rolls,anglo-indian non-vegetarian
2837,Rajagaro Bakri,indian festive
2838,Pineapple Souffle,anglo-indian festive
2839,Brinjal Thuvaiyal,indian vegetarian
2840,Beef Alimore,indian non-vegetarian
2841,Festive Pineapple Pudding,indian festive
2842,Aratikaya Kura,indian vegetarian
2843,Sindhi Makhni Dal,indian vegetarian
2844,Beetroot Kheer,indian vegetarian
2845,April drink,continental kid-friendly
2846,Anglo-Indian Jackfruit Curry,indian vegetarian
2847,Shrikand,indian festive
2848,Bharali Vaangi (Stuffed Brinjal),indian vegetarian
2849,Broccoli Thepla,indian vegetarian
2850,Bisi Bele Huli Anna Masala,indian vegetarian
2851,3-in-1 Mixed Vegetable,indian kid-friendly
2852,Basil Flavoured Tea,indian vegetarian
2853,Butter Beans Side Dish,anglo-indian vegetarian
2854,Butter Nankhatai,indian kid-friendly
2855,Raw plantain subzi,indian kid-friendly
2856,Special Paneer-Egg Curry,indian non-vegetarian
2857,Simple Roast Chicken,indian non-vegetarian
2858,South Indian Vegetables,indian vegetarian
2859,Raw Plantain (Aratikaaya) Curry,indian vegetarian
2860,Santula (mixed vegetables Oriya style),indian vegetarian
2861,Besan Hot Curry,indian vegetarian
2862,Banh Pho Bo,asian non-vegetarian
2863,Blue Brinjal Curry,indian vegetarian
2864,Beef Cutlets,indian non-vegetarian
2865,Butter Chicken for Pulavs,indian non-vegetarian
2866,Bread Seasoned,american vegetarian
2867,Cabbage Besan,indian vegetarian
2868,Tangy Idli Chaat,indian kid-friendly
2869,Bread bonda,indian festive
2870,South Indian Machuri,indian vegetarian
2871,Black Masala Kichidi,indian vegetarian
2872,Arbi Patties,indian festive
2873,Baigan Masala,indian kid-friendly
2874,Chicken And White Sauce Cutlet,indian non-vegetarian
2875,Banana Custard,indian vegetarian
2876,Apple Spice Cake,continental festive
2877,Bread and Corn Supreme,indian kid-friendly
2878,Egg Vindaloo,indian non-vegetarian
2879,Appams with mutton stew,indian non-vegetarian
2880,Bake Potatoes With Garlic Cream Cheese,indian vegetarian
2881,Mulligatawny Soup,anglo-indian non-vegetarian
2882,Beef kheema Cutlets,asian non-vegetarian
2883,Beef Steak Fried,asian non-vegetarian
2884,Bitter Gourd Kosumbari,indian vegetarian
2885,Beetroot pulao,indian vegetarian
2886,Baghara Baingan,indian kid-friendly
2887,Milagu rasam,indian vegetarian
2888,Bihari Seekh Kababs,indian non-vegetarian
2889,Cabinet Pudding,anglo-indian festive
2890,Zucchini Poricha Kootu,indian vegetarian
2891,Badhushah,indian kid-friendly
2892,Basbousa,mediterranean non-vegetarian
2893,Zesty Tomato Rice with Peanuts,indian vegetarian
2894,Buttered Corn Cobs with Dried Herbs,american vegetarian
2895,Appalam Vathal Kuzhambu,indian vegetarian
2896,Black Eyed Bean Masala,indian non-vegetarian
2897,Boneless Spicy Chilli Chicken 65,indian non-vegetarian
2898,Beans Burgers,continental kid-friendly
2899,Cabbage Roti,indian vegetarian
2900,Banana Kaju Halwa,indian kid-friendly
2901,Brinjal Roast,indian vegetarian
2902,Biscuit Ice Cream Sandwiches,american vegetarian
2903,Banana and Curd Salad,indian vegetarian
2904,Cappuccino Classic,continental kid-friendly
2905,Asparagus Sabzi,indian vegetarian
2906,Bhindi-Dahi Masala,indian kid-friendly
2907,Bake Mushroom,asian vegetarian
2908,Barbeque Chicken on the Grill,american non-vegetarian
2909,Angaya Powder,indian vegetarian
2910,Bhavnagari Gathiya,indian vegetarian
2911,Butter Chicken Masala,indian non-vegetarian
2912,Brinjal with Prawns,chinese non-vegetarian
2913,Besan ki Chakki,indian kid-friendly
2914,Spring Rolls,indian kid-friendly
2915,Fish croquettes,indian non-vegetarian
2916,Besan Parantha,indian kid-friendly
2917,Bruschetta With Tomato And Basil,italian vegetarian
2918,Ash Gourd Burfi,indian festive
2919,Bread Tits Bits,continental kid-friendly
2920,Bhindi Masala Gravy,indian vegetarian
2921,Bitter Gourd Curry with coconut,indian vegetarian
2922,Pomfret Curry,indian festive
2923,Avocado-coconut curry,indian kid-friendly
2924,Aloo moongfali,indian vegetarian
2925,Zesty pepper Chicken,indian non-vegetarian
2926,Amaranth Leaves Vada - Tambidi Bajji Ambado,indian vegetarian
2927,Badami Saagu,indian vegetarian
2928,Bengal Shrimp curry,anglo-indian non-vegetarian
2929,Bottle Gourd Subzi,indian vegetarian
2930,Buttery Badushah Delight,indian festive
2931,Badam ki barfi,indian vegetarian
2932,Bake Aloo-Jeera,indian vegetarian
2933,Spicy Brinjal Curry,indian vegetarian
2934,Basic Bread Pudding,indian kid-friendly
2935,Aloo-Methi Rajwada,indian vegetarian
2936,Spicy Roti,indian vegetarian
2937,Methi Paneer,indian vegetarian
2938,Zucchini and Capsicum Salad,indian vegetarian
2939,Indian Gundruk and Sinki Soup,indian vegetarian
2940,Kolkata Doi Potol,indian vegetarian
2941,Arrowroot Biscuit Halwa,indian kid-friendly
2942,Brinjal Dry Dish,indian vegetarian
2943,Besan Laddoo (Maharashtrian style),indian festive
2944,Banana Fritters with Butter Scotch Sauce,continental kid-friendly
2945,Burfi,indian festive
2946,Apple and plum crumble,english vegetarian
2947,Cabbage Sanna Appo (kuzhipaniyaram),indian vegetarian
2948,Madgane,indian festive
2949,Bread and Egg Scramble,indian non-vegetarian
2950,Black eyed beans or mocchakottai kootu,indian vegetarian
2951,Asparagus Salad,indian vegetarian
2952,Beef Curry,indian non-vegetarian
2953,Tangy Cabbage Adai,indian vegetarian
2954,Ragi Dosa,indian kid-friendly
2955,Zucchini Channa dal,indian vegetarian
2956,Baigan dahi vada,indian kid-friendly
2957,Badam sweet,indian kid-friendly
2958,Mixed Veg Korma,indian vegetarian
2959,Brinjal coconut curry,indian kid-friendly
2960,Black bean burritto,mexican vegetarian
2961,Cabbage Uthappam,indian vegetarian
2962,Bread Nutri Cutlet,indian vegetarian
2963,Avocado Tricolour Salad,indian kid-friendly
2964,Brinjal Puliyita kootu,indian vegetarian
2965,Patholi,indian kid-friendly
2966,Rosetta Rolls,continental vegetarian
2967,"Roasted Tomato, Pineapple & Coriander Salsa",indian vegetarian
2968,Shahi tukda with badam milk,indian kid-friendly
2969,Simple Bread Poha,indian kid-friendly
2970,Salad wraps,indian vegetarian
2971,Batate Coconut,indian vegetarian
2972,Rajma in Coconut Gravy,indian kid-friendly
2973,Brinjal and Peas curry,indian vegetarian
2974,Rasam Veppambu,indian vegetarian
2975,Shankarpale,indian kid-friendly
2976,Samosa Roll,indian vegetarian
2977,Special Pedhas,indian festive
2978,Shahi Methi Rajma,indian vegetarian
2979,Shredded Chicken Club sandwich,indian kid-friendly
2980,Set Dosa,indian kid-friendly
2981,Rameswaram Kootu,indian kid-friendly
2982,Savoury Rounds with Roasted Corn and Capsicum Filling,indian vegetarian
2983,Raspberry Truffle,continental kid-friendly
2984,Rice Cake,indian vegetarian
2985,Special Mysore Pak Dessert,indian festive
2986,Shahi Chidwa,indian kid-friendly
2987,Rava Dosa Recipe,indian festive
2988,Ren's Pan-Broiled Steak:,indian non-vegetarian
2989,Rice Flakes Chaat,indian vegetarian
2990,Special Marble Cake,american kid-friendly
2991,Slooshy Veggie Wraps,indian kid-friendly
2992,Simple and Plain Potato Raita,indian kid-friendly
2993,Besan Laddoo with Cashewnuts,indian festive
2994,Shahi Parathas,indian festive
2995,Rich Butter Chicken,indian non-vegetarian
2996,Semolina Coconut Pudding,asian festive
2997,Special Orange Cake,indian festive
2998,Shahi Spinach Ke Gole,indian vegetarian
2999,Rassewale Aloo Ki Sabzi,indian vegetarian
